UNITID,ROOM,XROOMCAP,ROOMCAP,ALLONCAM,TUITVARY,BOARD,XMEALSWK,MEALSWK,XAPPFEEU,APPLFEEU,APPFEEUW,XAPPFEEG,APPLFEEG,APPFEEGW,XAPPFEED,APPLFEED,APPFEEDW,PRMPGM,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4,FAFSAQ1,FAFSAQ2,FAFQ2URL,PRGMOFR,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XHRCHF1,HRCHF1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XHRCHF2,HRCHF2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XHRCHF3,HRCHF3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XHRCHF5,HRCHF5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XHRCHF6,HRCHF6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XHRCHF7,HRCHF7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG10AY0,CHG10AY0,XCHG10AY1,CHG10AY1,XCHG10AY2,CHG10AY2,XCHG10AY3,CHG10AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3,CIPCODE1,XCIPTUI1,CIPTUIT1,XCIPSUP1,CIPSUPP1,XCIPLGT1,CIPLGTH1,PRGMSR1,XMTHCMP1,MTHCMP1,XWKCMP1,WKCMP1,XLNAYHR1,LNAYHR1,XLNAYWK1,LNAYWK1,XCHG1PY0,CHG1PY0,XCHG1PY1,CHG1PY1,XCHG1PY2,CHG1PY2,XCHG1PY3,CHG1PY3,XCHG4PY0,CHG4PY0,XCHG4PY1,CHG4PY1,XCHG4PY2,CHG4PY2,XCHG4PY3,CHG4PY3,XCHG5PY0,CHG5PY0,XCHG5PY1,CHG5PY1,XCHG5PY2,CHG5PY2,XCHG5PY3,CHG5PY3,XCHG6PY0,CHG6PY0,XCHG6PY1,CHG6PY1,XCHG6PY2,CHG6PY2,XCHG6PY3,CHG6PY3,XCHG7PY0,CHG7PY0,XCHG7PY1,CHG7PY1,XCHG7PY2,CHG7PY2,XCHG7PY3,CHG7PY3,XCHG8PY0,CHG8PY0,XCHG8PY1,CHG8PY1,XCHG8PY2,CHG8PY2,XCHG8PY3,CHG8PY3,XCHG10PY0,CHG10PY0,XCHG10PY1,CHG10PY1,XCHG10PY2,CHG10PY2,XCHG10PY3,CHG10PY3,XCHG9PY0,CHG9PY0,XCHG9PY1,CHG9PY1,XCHG9PY2,CHG9PY2,XCHG9PY3,CHG9PY3,CIPCODE2,XCIPTUI2,CIPTUIT2,XCIPSUP2,CIPSUPP2,XCIPLGT2,CIPLGTH2,PRGMSR2,XMTHCMP2,MTHCMP2,CIPCODE3,XCIPTUI3,CIPTUIT3,XCIPSUP3,CIPSUPP3,XCIPLGT3,CIPLGTH3,PRGMSR3,XMTHCMP3,MTHCMP3,CIPCODE4,XCIPTUI4,CIPTUIT4,XCIPSUP4,CIPSUPP4,XCIPLGT4,CIPLGTH4,PRGMSR4,XMTHCMP4,MTHCMP4,CIPCODE5,XCIPTUI5,CIPTUIT5,XCIPSUP5,CIPSUPP5,XCIPLGT5,CIPLGTH5,PRGMSR5,XMTHCMP5,MTHCMP5,CIPCODE6,XCIPTUI6,CIPTUIT6,XCIPSUP6,CIPSUPP6,XCIPLGT6,CIPLGTH6,PRGMSR6,XMTHCMP6,MTHCMP6
111726,2,A,,2,-2,3,A,,A,,-2,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,4,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,48.0508,A,,A,,R,900,1,R,8,R,30,R,900,R,26,R,14500,R,14500,R,15500,R,15000,R,0,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,R,14378,R,14820,R,16193,R,12353,R,3563,R,4050,R,5160,R,4335,A,,A,,A,,R,5910,R,3563,R,4050,R,4350,R,4335,49.0205,R,11476,A,,R,630,1,R,5,46.0415,R,15249,A,,R,900,1,R,8,52.0302,R,15249,A,,R,900,1,R,8,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
111744,2,A,,2,-2,3,A,,A,,-2,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,5,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,46.0302,A,,A,,R,900,1,R,8,R,30,R,900,R,26,R,15375,R,16375,R,16375,R,16375,R,0,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,R,14378,R,14820,R,16193,R,12353,R,3968,R,4050,R,5160,R,4335,A,,A,,A,,R,5910,R,3563,R,3645,R,4350,R,4335,48.0508,R,15500,A,,R,900,1,R,8,47.0201,R,15500,A,,R,900,1,R,8,47.0604,R,14221,A,,R,810,1,R,7,46.0415,R,15249,A,,R,900,1,R,8,-2,A,,A,,A,,-2,A,
111762,2,A,,2,-2,3,A,,A,,-2,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,5,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,46.0415,A,,A,,R,900,1,R,8,R,30,R,900,R,26,R,14249,R,15249,R,15249,R,15249,R,0,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,R,14378,R,14820,R,16193,R,12353,R,3968,R,4050,R,5160,R,4335,A,,A,,A,,R,5910,R,3563,R,3645,R,4350,R,4335,48.0508,R,15500,A,,R,900,1,R,8,51.0801,R,15249,A,,R,900,1,R,8,46.9999,R,11476,A,,R,630,1,R,6,51.071,R,11476,A,,R,630,1,R,6,-2,A,,A,,A,,-2,A,
111799,2,A,,2,-2,3,A,,A,,-2,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,4,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,51.0801,A,,A,,R,900,1,R,8,R,30,R,900,R,26,R,14249,R,15249,R,15249,R,15249,R,0,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,R,14378,R,14820,R,16193,R,12353,R,3968,R,4050,R,5160,R,4335,A,,A,,A,,R,5910,R,3563,R,3645,R,4350,R,4335,52.0407,R,15249,A,,R,900,1,R,8,51.071,R,11478,A,,R,630,1,R,6,46.9999,R,11476,A,,R,630,1,R,6,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
111887,2,A,,2,1,3,A,,A,,-2,A,,-2,A,,-2,1,2,0,0,0,0,2,2,,-2,A,,A,,A,,R,1288,R,76,R,46,R,76,R,1288,R,76,R,46,R,76,R,11928,R,76,R,426,R,76,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1288,R,58,R,1346,R,1288,R,76,R,1364,R,1288,R,76,R,1364,R,1288,R,76,R,1364,,,R,1288,R,58,R,1346,R,1288,R,76,R,1364,R,1288,R,76,R,1364,R,1288,R,76,R,1364,,,R,9968,R,58,R,10026,R,10248,R,76,R,10324,R,11928,R,76,R,12004,R,11928,R,76,R,12004,,,R,1126,R,864,R,938,R,1062,A,,A,,A,,A,,A,,A,,A,,A,,R,20764,R,17784,R,19432,R,22088,R,4762,R,4860,R,6192,R,6930,A,,A,,A,,R,11494,R,4276,R,4374,R,5222,R,5852,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
111896,2,A,,2,1,3,A,,A,,-2,A,,-2,A,,-2,1,2,0,0,0,0,2,2,,-2,A,,A,,A,,R,1380,R,4,R,46,R,4,R,1380,R,4,R,46,R,4,R,11250,R,4,R,329,R,4,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1380,R,4,R,1384,R,1380,R,4,R,1384,R,1380,R,4,R,1384,R,1380,R,4,R,1384,,,R,1380,R,4,R,1384,R,1380,R,4,R,1384,R,1380,R,4,R,1384,R,1380,R,4,R,1384,,,R,9330,R,4,R,9334,R,9510,R,4,R,9514,R,10260,R,4,R,10264,R,11250,R,4,R,11254,,,R,1125,R,1125,R,938,R,1062,A,,A,,A,,A,,A,,A,,A,,A,,R,17253,R,17253,R,19431,R,24192,R,4761,R,4761,R,6192,R,6930,A,,A,,A,,R,11493,R,4275,R,4275,R,5220,R,5850,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
111920,2,A,,2,1,3,A,,A,,-2,A,,-2,A,,-2,1,1,0,0,1,0,2,2,,-2,A,,A,,A,,R,1104,R,46,R,46,R,46,R,1104,R,46,R,46,R,46,R,8640,R,46,R,360,R,46,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1104,R,46,R,1150,R,1104,R,46,R,1150,R,1104,R,46,R,1150,R,1104,R,46,R,1150,,,R,1104,R,46,R,1150,R,1104,R,46,R,1150,R,1104,R,46,R,1150,R,1104,R,46,R,1150,,,R,8664,R,46,R,8710,R,8112,R,46,R,8158,R,8640,R,46,R,8686,R,8640,R,46,R,8686,,,R,1125,R,1152,R,1152,R,1062,A,,A,,A,,A,,A,,A,,A,,A,,R,22066,R,22066,R,23076,R,23076,R,5301,R,5242,R,5868,R,6930,A,,A,,A,,R,12230,R,4734,R,4683,R,5292,R,6930,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
111939,2,A,,2,1,3,A,,A,,-2,A,,-2,A,,-2,1,1,0,0,1,0,2,2,,-2,A,,A,,A,,R,1104,R,80,R,46,R,80,R,1104,R,80,R,46,R,80,R,11040,R,80,R,460,R,80,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1104,R,80,R,1184,R,1104,R,80,R,1184,R,1104,R,80,R,1184,R,1104,R,80,R,1184,,,R,1104,R,80,R,1184,R,1104,R,80,R,1184,R,1104,R,80,R,1184,R,1104,R,80,R,1184,,,R,8880,R,80,R,8960,R,9312,R,80,R,9392,R,11040,R,80,R,11120,R,11040,R,80,R,11120,,,R,1126,R,1152,R,938,R,1062,A,,A,,A,,A,,A,,A,,A,,A,,R,17252,R,17784,R,19432,R,25038,R,4762,R,4860,R,6192,R,6930,A,,A,,A,,R,11492,R,4274,R,4374,R,5222,R,5852,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
111948,1,R,4634,2,2,1,R,19,R,70,1,R,60,1,R,180,1,2,1,0,0,1,0,2,2,,-2,R,11938,R,5876,A,,R,64580,R,404,R,2008,R,0,R,64580,R,404,R,2008,R,0,R,64580,R,404,R,2008,R,0,R,39868,R,0,R,1647,R,0,R,39868,R,0,R,1647,R,0,R,39868,R,0,R,1647,R,0,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,R,91854,R,0,R,91854,R,0,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,R,63126,R,75,R,63126,R,75,R,58250,R,384,R,58634,R,60288,R,384,R,60672,R,62400,R,384,R,62784,R,64580,R,404,R,64984,,,R,58250,R,384,R,58634,R,60288,R,384,R,60672,R,62400,R,384,R,62784,R,64580,R,404,R,64984,,,R,58250,R,384,R,58634,R,60288,R,384,R,60672,R,62400,R,384,R,62784,R,64580,R,404,R,64984,,,R,1600,R,1600,R,1600,R,1600,R,16542,R,16954,R,17378,R,17814,R,3320,R,3320,R,3318,R,3332,R,12978,R,14524,R,15100,R,15614,R,4570,R,4070,R,4068,R,4082,A,,A,,A,,R,7220,R,4570,R,4070,R,4068,R,4082,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
111966,2,A,,2,2,3,A,,A,,-2,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,-2,A,,A,,A,,R,23000,R,0,R,958,R,0,R,23000,R,0,R,958,R,0,R,23000,R,0,R,958,R,0,R,38973,R,0,R,1083,R,0,R,38973,R,0,R,1083,R,0,R,38973,R,0,R,1083,R,0,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,R,69000,R,0,R,69000,R,0,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,R,14424,R,530,R,14954,R,14424,R,530,R,14954,R,18933,R,0,R,18933,R,23000,R,0,R,23000,,,R,14424,R,530,R,14954,R,14424,R,530,R,14954,R,18933,R,0,R,18933,R,23000,R,0,R,23000,,,R,14424,R,530,R,14954,R,14424,R,530,R,14954,R,18933,R,0,R,18933,R,23000,R,0,R,23000,,,R,1124,R,1152,R,938,R,2328,A,,A,,A,,A,,A,,A,,A,,A,,R,17253,R,17782,R,27900,R,33090,R,7547,R,6012,R,10100,R,15625,A,,A,,A,,R,16546,R,4761,R,6012,R,13950,R,15625,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
112075,1,R,960,2,2,1,R,19,R,50,1,R,50,1,A,,-2,2,1,1,0,1,0,2,2,,-2,R,7990,R,5680,A,,R,42500,R,980,R,1206,R,980,R,42500,R,980,R,1206,R,980,R,42500,R,980,R,1206,R,980,R,8795,R,100,R,689,R,100,R,8795,R,100,R,689,R,100,R,8795,R,100,R,689,R,100,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,37990,R,750,R,38740,R,39330,R,850,R,40180,R,40510,R,880,R,41390,R,42500,R,980,R,43480,,,R,37990,R,750,R,38740,R,39330,R,850,R,40180,R,40510,R,880,R,41390,R,42500,R,980,R,43480,,,R,37990,R,750,R,38740,R,39330,R,850,R,40180,R,40510,R,880,R,41390,R,42500,R,980,R,43480,,,R,1100,R,1100,R,900,R,1000,R,12560,R,12770,R,13330,R,14270,R,3100,R,3370,R,4070,R,4590,R,16500,R,17700,R,18400,R,22000,R,4900,R,5000,R,6270,R,6990,A,,A,,A,,R,11500,R,4400,R,4500,R,5370,R,5890,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
112084,1,R,28,2,2,3,A,,R,40,0,A,,-2,A,,-2,2,1,0,1,1,0,2,2,,-2,R,8400,A,,A,,R,26092,R,1920,R,1088,R,610,R,26092,R,1920,R,1088,R,610,R,26092,R,1920,R,1088,R,610,R,7896,R,840,R,658,R,70,R,7896,R,840,R,658,R,70,R,7896,R,840,R,658,R,70,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,32630,R,1680,R,34310,R,24500,R,1800,R,26300,R,24500,R,1800,R,26300,R,26092,R,1920,R,28012,,,R,32630,R,1680,R,34310,R,24500,R,1800,R,26300,R,24500,R,1800,R,26300,R,26092,R,1920,R,28012,,,R,32630,R,1680,R,34310,R,24500,R,1800,R,26300,R,24500,R,1800,R,26300,R,26092,R,1920,R,28012,,,R,1126,R,1100,R,1000,R,938,R,12970,R,11700,R,11080,R,11080,R,4276,R,4300,R,5422,R,5422,R,17254,R,19200,R,18990,R,18990,R,4762,R,5000,R,5422,R,5442,A,,A,,A,,R,2641,R,4276,R,5000,R,4445,R,4445,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
112127,1,R,59,-2,2,2,A,,A,,-2,R,60,0,A,,-2,2,2,0,0,0,0,2,2,,-2,R,4980,R,700,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,16800,R,860,R,700,R,0,R,16800,R,860,R,700,R,0,R,16800,R,860,R,700,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
